"","lat","lon","IFd","GIn","HIn","IFr","Crn","Pln","Frg","Nct","Grn"
"1848",-20.5,21.5,63,90,45,20,36,24,3,1,22
"1849",-20.5,22.5,82,103,44,29,40,36,4,2,29
"1850",-20.5,23.5,91,114,51,32,41,36,4,3,30
"1851",-20.5,24.5,84,109,50,30,42,32,3,2,29
"1852",-20.5,25.5,85,102,50,27,41,31,3,2,30
"1853",-20.5,26.5,96,114,52,29,41,32,3,4,31
"1854",-20.5,27.5,117,125,57,33,45,36,4,7,40
"1855",-20.5,28.5,129,132,64,40,47,36,6,8,39
"1856",-20.5,29.5,130,133,60,42,47,37,8,8,37
"1857",-20.5,30.5,138,132,58,43,48,37,9,8,33
"1858",-20.5,31.5,146,132,61,42,48,42,12,8,32
"1859",-20.5,32.5,169,140,66,48,50,43,16,10,37
"1860",-20.5,33.5,134,122,55,38,44,38,16,5,22
"1037",-21.5,-41.5,201,112,59,90,37,24,62,30,32
"1034",-21.5,-44.5,190,109,62,93,38,18,49,30,33
"1031",-21.5,-47.5,189,110,57,87,37,17,48,22,35
"1017",-21.5,-61.5,108,78,38,40,26,22,7,5,15
"1015",-21.5,-63.5,127,95,39,51,34,27,15,6,15
"1014",-21.5,-64.5,143,81,37,50,34,28,15,14,21
"1013",-21.5,-65.5,71,37,17,14,17,27,7,4,17
"1012",-21.5,-66.5,39,24,12,4,11,22,3,2,12
"1010",-21.5,-68.5,30,18,12,2,7,20,2,1,10
"1009",-21.5,-69.5,22,21,6,3,5,5,2,2,2
"1040",-21.5,14.5,44,81,37,12,29,20,2,1,20
"1042",-21.5,16.5,68,98,45,18,36,26,4,5,32
"1043",-21.5,17.5,65,93,44,21,33,26,4,3,31
"1048",-21.5,22.5,51,73,35,13,32,20,3,1,22
"1049",-21.5,23.5,57,80,37,16,33,22,3,1,20
"1050",-21.5,24.5,63,88,36,19,34,24,3,2,30
"1054",-21.5,28.5,110,124,56,39,45,36,5,7,34
"1055",-21.5,29.5,131,131,59,43,48,37,8,8,38
"1056",-21.5,30.5,134,130,58,43,48,37,8,8,35
"1057",-21.5,31.5,140,128,65,41,50,44,9,8,31
"1058",-21.5,32.5,130,125,63,41,46,44,11,7,23
"1059",-21.5,33.5,112,112,54,31,41,35,11,6,15
"1060",-21.5,34.5,108,113,50,29,42,32,11,7,16
"1092",-22.5,-42.5,205,118,62,97,37,20,69,29,33
"1091",-22.5,-43.5,219,119,68,102,38,20,65,30,33
"1090",-22.5,-44.5,220,119,64,103,37,20,60,29,33
"1089",-22.5,-45.5,216,114,62,104,37,20,59,30,32
"1087",-22.5,-47.5,199,109,59,92,38,18,52,25,36
"1086",-22.5,-48.5,191,111,57,90,38,18,51,24,36
"1085",-22.5,-49.5,185,109,54,84,37,18,49,21,34
"1083",-22.5,-51.5,164,103,52,77,36,19,49,18,34
"1082",-22.5,-52.5,165,103,54,80,35,21,46,16,35
"1081",-22.5,-53.5,164,106,51,78,36,19,43,16,37
"1079",-22.5,-55.5,146,103,49,77,38,18,35,15,34
"1078",-22.5,-56.5,141,104,48,70,39,16,29,12,33
"1077",-22.5,-57.5,137,103,50,63,38,18,26,9,34
"1071",-22.5,-63.5,127,94,37,48,31,24,12,5,15
"1070",-22.5,-64.5,157,98,45,52,38,29,19,14,18
"1069",-22.5,-65.5,80,40,18,20,19,32,7,3,20
"1068",-22.5,-66.5,43,22,13,5,11,25,2,2,13
"1067",-22.5,-67.5,34,19,12,3,7,23,2,2,11
"1066",-22.5,-68.5,31,19,10,1,7,17,2,1,10
"1094",-22.5,14.5,41,79,34,12,26,17,2,1,19
"1095",-22.5,15.5,55,89,40,14,32,24,4,3,33
"1096",-22.5,16.5,63,95,44,17,34,26,4,4,36
"1097",-22.5,17.5,62,96,43,18,32,26,4,4,36
"1102",-22.5,22.5,45,63,26,12,31,21,1,1,19
"1103",-22.5,23.5,50,68,30,12,31,20,1,1,20
"1104",-22.5,24.5,56,69,30,12,31,21,1,1,22
"1105",-22.5,25.5,66,81,37,21,31,23,1,2,24
"1108",-22.5,28.5,106,128,55,39,43,41,8,6,39
"1109",-22.5,29.5,129,137,61,45,48,42,9,7,44
"1110",-22.5,30.5,145,140,60,45,51,45,10,8,37
"1111",-22.5,31.5,141,133,60,42,47,42,11,8,30
"1112",-22.5,32.5,101,106,57,33,43,35,9,6,17
"1113",-22.5,33.5,94,103,52,27,41,31,10,7,15
"1115",-22.5,35.5,97,117,51,30,40,26,10,7,12
"1186",-23.5,-45.5,205,119,65,87,37,21,57,25,28
"1185",-23.5,-46.5,214,119,63,100,38,21,57,28,31
"1184",-23.5,-47.5,219,116,60,104,38,19,58,29,30
"1182",-23.5,-49.5,180,109,56,83,36,19,49,18,31
"1181",-23.5,-50.5,173,103,54,77,37,19,49,17,31
"1180",-23.5,-51.5,166,101,51,72,35,20,47,17,32
"1178",-23.5,-53.5,169,106,54,77,38,19,47,15,36
"1177",-23.5,-54.5,168,107,51,80,41,21,46,15,35
"1176",-23.5,-55.5,154,106,49,81,40,16,38,15,34
"1175",-23.5,-56.5,142,106,46,70,40,17,31,12,34
"1174",-23.5,-57.5,137,99,49,62,38,19,25,8,31
"1172",-23.5,-59.5,121,81,43,48,29,18,11,5,22
"1171",-23.5,-60.5,117,79,41,42,24,21,7,5,16
"1167",-23.5,-64.5,152,97,42,60,37,27,16,11,20
"1166",-23.5,-65.5,89,43,29,20,24,31,9,6,21
"1165",-23.5,-66.5,46,23,15,6,14,22,2,2,14
"1164",-23.5,-67.5,29,17,10,3,9,19,2,2,11
"1163",-23.5,-68.5,28,15,7,1,8,13,2,2,8
"1189",-23.5,14.5,34,62,28,11,22,11,2,1,14
"1190",-23.5,15.5,51,76,38,15,28,21,3,2,29
"1191",-23.5,16.5,52,88,43,15,33,25,4,4,34
"1197",-23.5,22.5,46,59,25,11,31,20,1,1,17
"1198",-23.5,23.5,50,67,26,13,31,21,1,1,22
"1199",-23.5,24.5,63,78,31,13,32,21,1,1,26
"1200",-23.5,25.5,76,96,42,20,34,22,2,3,30
"1203",-23.5,28.5,113,133,60,42,42,41,7,6,39
"1204",-23.5,29.5,128,149,65,45,44,41,10,11,48
"1205",-23.5,30.5,146,144,66,45,50,44,10,9,38
"1206",-23.5,31.5,134,131,64,40,47,42,11,8,33
"1207",-23.5,32.5,102,112,55,32,42,34,10,6,22
"1208",-23.5,33.5,93,108,51,26,40,28,9,6,16
"1279",-24.5,-47.5,202,125,64,90,36,19,57,22,25
"1278",-24.5,-48.5,206,115,56,96,39,20,56,21,28
"1277",-24.5,-49.5,184,107,53,82,42,19,51,16,29
"1276",-24.5,-50.5,173,102,53,75,41,18,48,17,30
"1272",-24.5,-54.5,171,106,55,77,43,20,46,14,35
"1271",-24.5,-55.5,171,109,52,75,44,17,43,15,36
"1268",-24.5,-58.5,113,85,41,46,32,20,15,7,26
"1267",-24.5,-59.5,119,81,40,46,26,18,10,5,21
"1266",-24.5,-60.5,114,78,39,40,21,19,6,5,18
"1265",-24.5,-61.5,104,76,36,36,18,18,4,5,18
"1263",-24.5,-63.5,119,81,36,37,23,19,8,5,17
"1262",-24.5,-64.5,139,98,40,50,35,25,14,7,19
"1261",-24.5,-65.5,98,50,31,28,27,31,11,8,23
"1260",-24.5,-66.5,54,27,18,6,14,24,4,3,18
"1259",-24.5,-67.5,29,16,10,4,9,16,2,2,9
"1258",-24.5,-68.5,27,14,8,0,8,14,2,1,9
"1257",-24.5,-69.5,18,12,4,2,7,6,1,1,3
"1282",-24.5,15.5,37,71,30,11,27,19,3,2,19
"1283",-24.5,16.5,47,75,40,12,29,22,3,3,34
"1284",-24.5,17.5,48,79,39,12,29,22,5,3,34
"1286",-24.5,19.5,39,64,32,12,33,24,3,2,26
"1287",-24.5,20.5,41,61,28,9,33,22,2,2,21
"1288",-24.5,21.5,41,60,27,10,30,20,1,1,19
"1289",-24.5,22.5,46,61,27,12,30,19,2,1,19
"1293",-24.5,26.5,91,118,59,34,40,39,4,5,42
"1294",-24.5,27.5,107,131,61,38,40,42,7,7,44
"1295",-24.5,28.5,114,134,63,39,39,42,8,7,41
"1296",-24.5,29.5,118,142,65,45,39,44,7,8,40
"1297",-24.5,30.5,139,148,68,45,48,47,11,11,39
"1298",-24.5,31.5,133,133,66,42,46,46,12,8,29
"1299",-24.5,32.5,112,115,59,33,43,40,10,8,26
"1371",-25.5,-49.5,188,105,54,81,41,17,50,15,26
"1367",-25.5,-53.5,169,105,53,72,39,19,45,14,31
"1366",-25.5,-54.5,175,106,55,79,41,18,45,14,35
"1364",-25.5,-56.5,162,106,46,74,38,16,38,11,35
"1363",-25.5,-57.5,131,103,46,64,36,20,27,9,32
"1362",-25.5,-58.5,116,86,43,53,30,22,16,6,27
"1359",-25.5,-61.5,102,72,33,33,18,18,4,4,18
"1358",-25.5,-62.5,102,72,33,34,18,16,3,4,18
"1355",-25.5,-65.5,113,61,29,32,28,29,12,9,24
"1354",-25.5,-66.5,56,26,20,6,16,25,5,4,21
"1353",-25.5,-67.5,35,17,11,3,9,15,2,2,8
"1352",-25.5,-68.5,24,14,8,0,9,13,2,1,9
"1351",-25.5,-69.5,20,13,5,2,7,8,1,1,7
"1350",-25.5,-70.5,21,35,9,9,8,4,1,1,2
"1375",-25.5,15.5,25,61,26,11,21,17,1,1,14
"1376",-25.5,16.5,38,67,33,12,24,21,2,1,29
"1379",-25.5,19.5,41,65,32,12,33,22,3,1,25
"1380",-25.5,20.5,46,63,30,14,33,21,2,0,25
"1381",-25.5,21.5,44,59,28,12,31,19,1,2,17
"1382",-25.5,22.5,51,65,29,13,31,22,2,2,24
"1386",-25.5,26.5,96,129,63,34,37,42,7,6,47
"1387",-25.5,27.5,107,135,61,39,37,45,8,7,44
"1388",-25.5,28.5,108,137,60,41,35,45,8,7,43
"1389",-25.5,29.5,108,137,60,40,35,41,6,8,40
"1390",-25.5,30.5,128,148,69,44,40,49,9,10,35
"1391",-25.5,31.5,143,140,68,48,47,49,10,8,30
"1392",-25.5,32.5,125,126,62,42,44,39,11,8,26
"525",-26.5,-49.5,164,107,50,74,38,17,48,18,24
"524",-26.5,-50.5,163,102,50,69,40,18,42,11,26
"523",-26.5,-51.5,162,99,48,64,40,18,41,11,28
"521",-26.5,-53.5,170,104,51,71,39,20,40,11,26
"520",-26.5,-54.5,172,106,50,77,40,19,41,12,32
"519",-26.5,-55.5,171,102,46,78,35,20,38,12,33
"518",-26.5,-56.5,159,104,44,73,32,17,35,12,33
"517",-26.5,-57.5,132,98,43,66,31,18,25,7,29
"516",-26.5,-58.5,121,92,45,59,28,22,18,6,26
"515",-26.5,-59.5,112,78,40,46,23,25,10,4,22
"514",-26.5,-60.5,105,76,33,36,19,19,5,4,20
"509",-26.5,-65.5,132,76,34,42,29,37,14,12,29
"508",-26.5,-66.5,67,28,21,9,18,25,5,4,19
"507",-26.5,-67.5,40,18,16,3,13,17,3,1,9
"506",-26.5,-68.5,24,14,8,1,9,14,2,1,8
"505",-26.5,-69.5,25,13,4,2,9,10,1,1,7
"504",-26.5,-70.5,23,38,10,8,8,5,1,1,6
"528",-26.5,15.5,27,54,25,13,19,15,1,1,12
"1439",-26.5,16.5,33,61,29,10,23,17,1,1,21
"1440",-26.5,17.5,39,70,31,12,23,18,3,1,26
"1441",-26.5,18.5,43,67,30,10,23,18,3,1,25
"1443",-26.5,20.5,42,64,32,14,33,20,2,1,28
"1444",-26.5,21.5,51,64,28,14,30,22,2,2,24
"1448",-26.5,25.5,72,105,57,25,30,27,6,3,39
"1449",-26.5,26.5,80,113,58,32,34,33,7,5,41
"1450",-26.5,27.5,87,116,56,36,32,38,8,5,42
"1451",-26.5,28.5,80,114,55,34,30,34,7,4,34
"1453",-26.5,30.5,96,132,66,39,35,44,6,8,33
"1454",-26.5,31.5,129,140,67,47,37,44,9,9,31
"1455",-26.5,32.5,129,134,63,42,41,37,11,10,26
"552",-27.5,-48.5,139,103,54,64,34,17,38,16,19
"551",-27.5,-49.5,152,101,49,70,35,20,39,16,20
"547",-27.5,-53.5,152,99,45,64,34,20,35,9,25
"546",-27.5,-54.5,155,103,47,69,33,20,34,10,29
"545",-27.5,-55.5,155,97,48,74,30,21,31,10,30
"544",-27.5,-56.5,150,101,43,71,31,21,27,11,30
"543",-27.5,-57.5,132,91,41,63,26,18,21,5,25
"542",-27.5,-58.5,122,89,41,61,23,23,18,5,22
"535",-27.5,-65.5,127,72,34,38,28,32,8,5,24
"532",-27.5,-68.5,29,15,12,1,9,15,2,1,7
"531",-27.5,-69.5,28,13,6,4,11,11,2,1,8
"553",-27.5,15.5,28,61,26,15,19,14,1,1,10
"554",-27.5,16.5,32,69,32,12,22,21,2,1,16
"555",-27.5,17.5,42,69,31,12,23,21,3,1,22
"556",-27.5,18.5,40,65,32,11,23,18,3,2,24
"563",-27.5,25.5,62,99,51,22,26,26,4,2,36
"564",-27.5,26.5,68,102,52,24,29,28,4,2,36
"566",-27.5,28.5,59,101,53,25,27,31,3,3,33
"567",-27.5,29.5,76,107,58,32,33,35,4,5,30
"569",-27.5,31.5,126,143,66,46,36,42,10,8,26
"570",-27.5,32.5,138,149,66,45,40,37,13,10,29
"634",-28.5,-49.5,145,98,52,71,32,22,37,15,20
"632",-28.5,-51.5,133,94,43,65,32,17,31,11,22
"631",-28.5,-52.5,127,91,40,62,30,19,28,10,21
"627",-28.5,-56.5,128,92,38,58,26,19,17,7,24
"626",-28.5,-57.5,117,81,32,54,25,17,14,6,24
"625",-28.5,-58.5,116,84,34,56,22,19,13,5,22
"615",-28.5,-68.5,33,17,13,1,13,19,3,1,6
"614",-28.5,-69.5,28,14,6,1,11,11,2,1,7
"613",-28.5,-70.5,31,30,9,7,11,14,2,3,9
"637",-28.5,16.5,43,85,34,20,22,21,1,3,20
"638",-28.5,17.5,47,73,37,15,23,23,2,2,24
"640",-28.5,19.5,48,75,34,14,24,21,3,2,30
"641",-28.5,20.5,47,79,36,16,25,22,3,3,30
"643",-28.5,22.5,50,78,34,15,25,23,3,3,28
"645",-28.5,24.5,56,86,43,20,25,29,4,2,35
"646",-28.5,25.5,58,96,47,20,25,29,3,2,35
"647",-28.5,26.5,59,100,49,21,30,28,3,2,33
"648",-28.5,27.5,60,99,50,24,30,30,5,3,32
"649",-28.5,28.5,70,97,52,26,30,35,4,5,27
"650",-28.5,29.5,87,117,57,35,33,38,5,6,32
"651",-28.5,30.5,103,134,58,39,36,39,9,7,30
"652",-28.5,31.5,131,145,68,47,37,39,14,8,32
"715",-29.5,-50.5,140,99,51,71,34,26,38,14,23
"710",-29.5,-55.5,103,76,36,51,21,16,14,6,21
"707",-29.5,-58.5,107,81,30,52,21,18,9,6,20
"706",-29.5,-59.5,109,80,32,54,21,22,8,4,21
"701",-29.5,-64.5,92,67,30,33,19,16,3,2,17
"698",-29.5,-67.5,49,20,16,12,18,19,4,2,14
"697",-29.5,-68.5,34,20,15,5,13,18,2,1,7
"696",-29.5,-69.5,28,14,7,1,12,11,2,1,6
"695",-29.5,-70.5,37,26,11,7,14,16,2,3,14
"718",-29.5,17.5,43,74,32,21,22,24,3,3,21
"719",-29.5,18.5,43,70,34,13,23,23,3,3,25
"725",-29.5,24.5,53,89,40,20,25,28,3,3,31
"726",-29.5,25.5,55,96,42,19,26,31,3,4,35
"727",-29.5,26.5,61,94,42,21,27,29,4,3,33
"729",-29.5,28.5,56,74,41,19,27,20,3,2,19
"730",-29.5,29.5,94,113,55,33,34,31,9,8,31
"731",-29.5,30.5,118,135,59,43,35,33,13,9,30
"3041",-3.5,-40.5,120,78,27,45,21,11,28,10,22
"3040",-3.5,-41.5,123,82,28,45,24,12,30,11,21
"3036",-3.5,-45.5,158,90,43,69,27,12,56,16,18
"3035",-3.5,-46.5,170,97,45,69,26,12,65,16,16
"3033",-3.5,-48.5,192,105,53,72,25,15,75,17,16
"3032",-3.5,-49.5,210,109,55,74,26,16,77,19,18
"3030",-3.5,-51.5,221,109,58,75,27,16,76,21,17
"3029",-3.5,-52.5,231,106,57,81,28,17,78,21,18
"3028",-3.5,-53.5,231,108,52,81,28,17,76,18,18
"3027",-3.5,-54.5,243,113,54,83,28,17,81,19,19
"3026",-3.5,-55.5,256,118,62,91,28,18,90,21,18
"3025",-3.5,-56.5,242,114,56,89,28,17,88,21,14
"3024",-3.5,-57.5,240,114,59,95,28,18,90,21,13
"3023",-3.5,-58.5,265,117,70,108,29,18,96,24,17
"3022",-3.5,-59.5,271,115,71,108,30,20,93,25,17
"3021",-3.5,-60.5,268,117,70,102,29,18,93,24,19
"3020",-3.5,-61.5,255,107,65,101,28,17,80,22,17
"3018",-3.5,-63.5,235,102,58,96,28,16,75,21,14
"3017",-3.5,-64.5,250,109,64,101,28,17,81,21,13
"3016",-3.5,-65.5,231,106,64,99,28,17,82,20,12
"3015",-3.5,-66.5,232,106,62,99,29,16,82,20,12
"3014",-3.5,-67.5,229,105,58,100,29,16,85,20,14
"3013",-3.5,-68.5,255,108,58,104,29,15,94,22,15
"3012",-3.5,-69.5,250,108,57,104,30,17,91,22,19
"3011",-3.5,-70.5,253,109,61,101,30,17,92,25,20
"3008",-3.5,-73.5,265,120,63,110,32,18,96,25,17
"3007",-3.5,-74.5,236,114,62,103,31,19,88,22,15
"3006",-3.5,-75.5,223,110,60,103,29,18,89,21,16
"3004",-3.5,-77.5,214,103,53,103,30,18,95,24,17
"3002",-3.5,-79.5,147,87,55,64,33,11,47,35,21
"3045",-3.5,11.5,143,132,33,55,24,21,39,9,13
"3046",-3.5,12.5,132,114,32,51,23,21,37,8,12
"3049",-3.5,15.5,147,115,32,52,24,23,33,6,26
"3054",-3.5,20.5,99,96,28,46,19,18,30,3,6
"3055",-3.5,21.5,99,98,28,46,20,18,31,3,7
"3062",-3.5,28.5,234,182,64,71,41,33,43,18,36
"3063",-3.5,29.5,186,163,67,60,47,37,28,14,37
"3064",-3.5,30.5,150,135,63,42,47,40,21,11,20
"3065",-3.5,31.5,117,117,53,29,45,45,15,8,14
"3066",-3.5,32.5,116,122,53,31,45,43,10,5,19
"3067",-3.5,33.5,110,132,58,30,45,39,10,5,31
"3068",-3.5,34.5,128,140,70,38,48,48,11,5,33
"3069",-3.5,35.5,157,161,77,55,53,55,15,10,55
"3070",-3.5,36.5,181,169,80,57,55,57,15,13,70
"3071",-3.5,37.5,192,179,80,60,53,57,20,12,66
"3072",-3.5,38.5,190,162,73,51,52,49,18,11,49
"3073",-3.5,39.5,168,149,59,53,40,42,17,9,33
"794",-30.5,-50.5,108,91,48,62,25,23,22,11,18
"793",-30.5,-51.5,108,92,48,60,28,22,22,10,18
"792",-30.5,-52.5,96,78,41,54,24,21,18,9,18
"781",-30.5,-63.5,94,69,31,32,20,17,3,2,18
"780",-30.5,-64.5,101,68,30,33,19,17,3,2,20
"777",-30.5,-67.5,56,28,15,15,18,13,2,2,11
"776",-30.5,-68.5,41,20,16,9,15,14,3,2,9
"775",-30.5,-69.5,29,16,10,2,13,13,2,1,8
"774",-30.5,-70.5,38,26,10,6,15,17,3,2,13
"773",-30.5,-71.5,36,43,16,14,14,15,2,1,9
"795",-30.5,17.5,42,87,35,23,24,22,2,4,17
"802",-30.5,24.5,49,84,39,18,25,27,4,4,30
"803",-30.5,25.5,54,86,42,24,26,32,5,5,30
"804",-30.5,26.5,53,89,44,25,27,32,5,3,30
"807",-30.5,29.5,93,120,53,40,33,29,11,7,26
"808",-30.5,30.5,108,139,56,46,34,25,13,10,29
"862",-31.5,-58.5,101,71,30,49,19,20,5,5,22
"860",-31.5,-60.5,96,74,27,46,16,19,4,3,19
"856",-31.5,-64.5,101,61,28,31,20,20,3,2,20
"855",-31.5,-65.5,83,56,27,27,17,16,3,2,16
"853",-31.5,-67.5,59,33,18,15,15,14,1,1,15
"852",-31.5,-68.5,44,22,15,11,14,16,3,2,13
"851",-31.5,-69.5,33,18,10,7,13,15,2,2,10
"849",-31.5,-71.5,36,43,18,14,16,16,2,1,9
"873",-31.5,19.5,40,72,36,18,26,26,1,4,20
"883",-31.5,29.5,85,135,49,39,32,22,11,8,21
"943",-32.5,-52.5,100,85,47,49,20,20,9,7,17
"942",-32.5,-53.5,93,71,36,44,20,20,8,6,17
"935",-32.5,-60.5,94,71,24,42,16,18,3,3,18
"929",-32.5,-66.5,65,45,22,20,15,16,2,0,17
"928",-32.5,-67.5,58,33,17,14,16,14,1,0,13
"927",-32.5,-68.5,52,28,14,12,15,18,2,2,14
"926",-32.5,-69.5,35,21,11,7,15,15,2,2,11
"925",-32.5,-70.5,43,21,14,7,17,15,1,3,13
"945",-32.5,18.5,49,89,39,27,31,26,3,7,19
"946",-32.5,19.5,48,78,38,21,31,30,3,7,19
"947",-32.5,20.5,40,75,34,16,27,27,3,5,17
"948",-32.5,21.5,38,72,33,17,27,28,4,5,17
"949",-32.5,22.5,47,79,33,19,27,28,4,5,22
"951",-32.5,24.5,54,95,42,23,33,31,6,6,26
"952",-32.5,25.5,65,99,48,32,36,31,6,6,35
"953",-32.5,26.5,83,116,53,36,36,34,11,6,35
"955",-32.5,28.5,83,129,52,39,33,24,8,7,25
"42",-33.5,-53.5,89,71,36,42,16,21,5,5,19
"41",-33.5,-54.5,87,71,30,41,16,17,4,4,18
"34",-33.5,-61.5,77,62,19,24,16,17,2,0,16
"32",-33.5,-63.5,70,58,21,23,16,18,2,0,12
"29",-33.5,-66.5,61,41,21,18,15,14,1,0,14
"28",-33.5,-67.5,59,37,16,13,13,14,1,0,13
"26",-33.5,-69.5,43,21,14,7,18,17,2,3,11
"25",-33.5,-70.5,45,21,16,7,16,18,1,3,12
"24",-33.5,-71.5,43,47,22,16,17,17,2,2,10
"45",-33.5,18.5,57,104,42,28,31,30,5,6,21
"46",-33.5,19.5,57,96,42,27,34,32,4,7,22
"47",-33.5,20.5,61,94,41,25,34,31,3,7,19
"48",-33.5,21.5,63,98,41,28,34,31,5,7,22
"49",-33.5,22.5,70,103,44,32,35,31,7,7,23
"50",-33.5,23.5,70,112,43,37,37,32,8,9,26
"51",-33.5,24.5,72,119,46,38,35,33,8,9,29
"52",-33.5,25.5,77,122,50,38,38,33,9,10,28
"53",-33.5,26.5,85,137,57,38,40,33,9,6,28
"93",-34.5,-54.5,89,73,32,39,14,19,2,4,13
"89",-34.5,-58.5,99,80,32,41,17,22,2,4,17
"81",-34.5,-66.5,56,40,17,17,15,16,1,0,14
"80",-34.5,-67.5,57,37,14,14,15,14,1,0,13
"78",-34.5,-69.5,44,23,15,8,16,21,2,2,13
"77",-34.5,-70.5,44,22,15,7,16,19,1,3,11
"76",-34.5,-71.5,42,35,22,11,17,19,2,2,12
"96",-34.5,19.5,65,108,45,33,33,29,5,6,20
"145",-35.5,-57.5,87,74,24,34,12,19,1,3,15
"133",-35.5,-69.5,44,22,14,8,15,22,1,2,11
"132",-35.5,-70.5,46,19,12,5,13,20,1,2,9
"131",-35.5,-71.5,44,32,19,9,16,20,2,3,11
"130",-35.5,-72.5,43,48,24,15,18,16,2,2,9
"181",-36.5,-57.5,62,56,19,24,9,21,1,1,13
"174",-36.5,-64.5,59,50,19,20,16,21,1,1,14
"172",-36.5,-66.5,56,42,15,16,16,20,1,1,15
"171",-36.5,-67.5,52,36,14,15,15,16,1,1,14
"170",-36.5,-68.5,49,28,16,10,16,15,1,1,13
"169",-36.5,-69.5,45,22,16,5,15,18,1,1,11
"168",-36.5,-70.5,46,20,12,5,12,18,1,2,9
"167",-36.5,-71.5,49,29,16,8,17,23,2,3,11
"216",-37.5,-57.5,54,50,21,20,9,22,1,1,10
"211",-37.5,-62.5,54,47,19,21,13,21,1,1,13
"210",-37.5,-63.5,55,48,19,21,14,23,1,1,14
"208",-37.5,-65.5,53,44,17,18,18,20,1,1,17
"207",-37.5,-66.5,52,37,15,16,16,18,1,1,17
"205",-37.5,-68.5,48,27,15,10,15,16,1,1,14
"204",-37.5,-69.5,42,24,15,4,15,19,0,1,8
"203",-37.5,-70.5,44,22,12,5,13,17,1,2,8
"202",-37.5,-71.5,51,26,13,7,18,22,2,2,11
"201",-37.5,-72.5,42,30,17,11,17,19,2,2,10
"200",-37.5,-73.5,46,46,22,16,17,17,2,2,9
"247",-38.5,-61.5,48,46,22,19,13,24,1,1,14
"246",-38.5,-62.5,58,49,22,20,14,23,1,1,15
"244",-38.5,-64.5,53,44,18,19,16,20,1,1,17
"243",-38.5,-65.5,52,42,18,18,17,19,1,1,17
"241",-38.5,-67.5,48,32,15,13,15,16,1,1,16
"238",-38.5,-70.5,51,25,12,5,15,25,1,2,8
"237",-38.5,-71.5,47,26,13,8,17,20,2,2,10
"236",-38.5,-72.5,40,29,18,11,17,17,2,2,9
"235",-38.5,-73.5,45,45,23,16,16,16,2,2,8
"276",-39.5,-62.5,51,50,20,18,13,20,1,1,14
"270",-39.5,-68.5,39,27,14,10,13,16,0,1,13
"269",-39.5,-69.5,39,24,13,7,14,18,0,1,12
"268",-39.5,-70.5,50,26,13,7,16,24,1,2,10
"267",-39.5,-71.5,45,26,15,8,17,23,2,2,10
"266",-39.5,-72.5,41,28,19,12,17,17,2,1,7
"3159",-4.5,-38.5,122,74,28,44,20,10,29,12,24
"3158",-4.5,-39.5,125,72,27,44,20,11,27,12,24
"3156",-4.5,-41.5,128,76,29,45,23,11,28,11,22
"3152",-4.5,-45.5,158,87,42,65,25,13,48,13,20
"3151",-4.5,-46.5,167,89,45,65,25,13,62,15,17
"3149",-4.5,-48.5,180,103,52,68,25,13,71,18,16
"3148",-4.5,-49.5,201,106,55,67,26,16,74,18,16
"3147",-4.5,-50.5,202,106,54,68,26,17,72,18,16
"3146",-4.5,-51.5,207,102,55,71,28,16,74,19,16
"3145",-4.5,-52.5,218,102,54,74,29,17,75,20,17
"3144",-4.5,-53.5,228,106,52,77,29,17,75,19,17
"3143",-4.5,-54.5,232,109,51,79,28,17,77,17,16
"3142",-4.5,-55.5,234,114,58,86,28,18,85,18,16
"3141",-4.5,-56.5,244,112,59,87,28,17,89,18,15
"3140",-4.5,-57.5,240,107,54,87,28,17,85,18,14
"3139",-4.5,-58.5,239,109,54,94,28,18,85,18,14
"3138",-4.5,-59.5,260,112,57,98,28,17,87,20,13
"3137",-4.5,-60.5,242,111,57,95,29,16,79,19,14
"3135",-4.5,-62.5,243,105,60,98,29,16,80,20,13
"3134",-4.5,-63.5,238,105,61,99,29,18,78,19,13
"3132",-4.5,-65.5,235,108,60,98,28,17,79,20,11
"3131",-4.5,-66.5,239,109,62,100,29,17,83,19,13
"3130",-4.5,-67.5,233,109,55,98,29,16,82,20,14
"3129",-4.5,-68.5,234,109,56,99,29,15,86,20,14
"3128",-4.5,-69.5,258,111,62,104,30,16,92,21,20
"3127",-4.5,-70.5,259,113,62,105,30,17,93,22,20
"3126",-4.5,-71.5,239,116,62,102,30,16,91,21,19
"3124",-4.5,-73.5,268,124,68,112,32,21,99,24,19
"3123",-4.5,-74.5,256,120,67,111,32,20,97,25,15
"3122",-4.5,-75.5,239,114,63,106,30,20,94,23,16
"3120",-4.5,-77.5,201,95,54,106,30,17,95,26,17
"3119",-4.5,-78.5,207,84,57,96,24,14,97,45,17
"3118",-4.5,-79.5,143,58,40,53,30,9,35,31,17
"3117",-4.5,-80.5,98,55,26,36,23,9,19,6,12
"3162",-4.5,12.5,153,129,37,60,27,24,40,9,19
"3165",-4.5,15.5,148,113,38,51,26,22,31,7,29
"3166",-4.5,16.5,113,104,36,43,26,18,26,5,9
"3179",-4.5,29.5,134,130,56,35,43,42,22,8,14
"3180",-4.5,30.5,131,122,52,35,44,39,16,11,12
"3181",-4.5,31.5,118,112,47,29,44,41,10,8,12
"3182",-4.5,32.5,115,115,48,29,45,41,8,7,15
"3183",-4.5,33.5,116,127,57,33,44,43,10,8,23
"3185",-4.5,35.5,136,149,66,48,50,50,11,9,44
